MFCC1_S1,MFCC6_S1,MFCC2_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC5_Sys,MFCC6_Sys,MFCC13_Sys,MFCC1_Dias,MFCC3_Dias,MFCC5_Dias,MFCC6_Dias,MFCC7_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,atomPos4,atomLen6,atomFreq6,atomPos6,atomLen7,atomLen11,atomFreq11,atomFreq15,LPC_Coefficient2,LPC_Coefficient4,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient14,Class
-1.7727,-0.10294,5.9209,1.2894,-0.11601,-0.19861,-0.54873,-0.24733,-0.039684,-6.8551,0.63913,-0.48314,-0.18636,0.16382,-0.12182,0.009395,0.023184,76.421,116.21,0.018709,241.26,144.84,181.89,0.018914,0.025905,-0.68637,-0.050949,0.062563,0.014711,0.0029676,normal
-2.5766,-0.18451,6.0639,1.2944,-0.83874,-0.44866,-0.90388,-0.25382,-0.024338,-7.1651,-0.91303,-1.1708,-0.029295,-0.30307,-0.15186,-0.0078077,-0.028892,134.78,235.13,0.015115,289.04,160,158.61,0.029042,0.024541,-0.80771,-0.012097,0.050117,-0.0041223,0.016763,normal
-3.8855,-0.15892,6.05,1.1508,0.13002,-0.10363,-0.17717,-0.14875,-0.1014,-6.9112,0.85676,-0.19734,-0.12113,0.13183,0.0066022,-0.094101,0.018129,177.26,160,0.020354,217.68,165.05,146.53,0.020868,0.025082,-0.74575,-0.023136,0.046886,0.024846,-0.0028322,normal
-5.8781,-0.055235,5.704,1.5126,-0.10026,-0.24335,-0.82464,-0.12995,0.0051775,-13.097,0.057841,-0.90643,-0.060196,0.4163,-0.093265,-0.014413,0.016785,28.296,136.3,0.017795,379.7,118.52,162.37,0.021991,0.018374,-0.94029,0.090367,-0.0073278,-0.028423,-0.0010766,normal
-3.8978,0.1643,5.5821,1.5227,-0.03863,-0.088292,-0.83836,0.43258,0.090984,-10.683,-1.0045,-0.81629,0.57378,0.0010504,-0.11967,0.1151,-0.010157,366.43,236.57,0.018345,308.57,213.71,156.57,0.02281,0.022461,-0.79873,0.023412,0.03593,0.034527,-0.0070509,normal
-4.12,-0.064081,6.2406,0.68683,-0.12114,-0.19233,-0.50302,-0.17763,-0.027962,-10.507,1.1367,-0.34404,-0.18501,0.17231,-0.011248,-0.0051923,-0.021704,117.94,135.23,0.022681,235.74,172.39,155.87,0.023374,0.025076,-0.85683,0.018083,0.01712,0.0024086,0.012219,normal
-5.0808,-0.033865,5.5253,1.8633,0.27244,-0.13847,-0.58364,-0.016183,-0.025112,-12.69,-0.11342,-0.67891,0.22297,0.023319,-0.14249,-0.032108,0.021264,140.27,121.6,0.02513,366.67,132.27,109.87,0.021354,0.027734,-0.90771,0.044467,0.013614,-0.038162,0.026712,normal
-3.6636,-0.77025,5.7895,1.5044,-0.2807,-0.46028,-0.65246,-0.2969,-0.012197,-11.357,-0.057673,-0.66498,0.080104,0.13024,-0.047982,0.014783,0.037311,161.03,123.64,0.02619,131.7,125.58,203.64,0.019946,0.025302,-0.62127,-0.014523,0.050341,0.019704,-0.0015089,normal
-2.3792,-0.23351,6.3676,0.97879,-0.32173,-0.32463,-0.70945,-0.33517,-0.053722,-7.3513,0.71375,-0.70381,-0.2473,0.19635,-0.033686,-0.036726,0.015375,358.17,122.51,0.018694,339.89,126.17,156.34,0.022154,0.019587,-0.79387,0.020293,0.030509,0.012923,-0.0036951,normal
-6.5824,0.28652,4.5503,2.0995,0.56608,0.45368,0.60014,0.48194,-0.049625,-8.4604,1.386,0.50658,0.44649,0.35283,-0.078083,-0.037866,0.01597,1282.7,205.18,0.0434,301.65,297.41,256.47,0.024098,0.054429,0.44735,0.17771,0.22999,0.15565,0.076045,normal
-2.864,-0.46412,6.805,0.26692,-0.87913,-0.61274,-0.95049,-0.62615,-0.059837,-8.029,0.92035,-1.0871,-0.59238,-0.116,-0.0039907,-0.043836,-0.020426,167.45,180.36,0.030007,261.27,173.09,130.91,0.02832,0.035689,-0.71819,0.029883,0.025439,0.0049126,0.012332,normal
-11.691,-0.44858,5.4803,1.6848,-0.28561,-0.25665,-0.6935,-0.33282,-0.059753,-18.592,-0.21094,-0.46561,-0.14844,0.23924,-0.078802,-0.058012,0.046311,141.6,184,0.01543,151.8,171.2,177.6,0.021484,0.020313,-0.5387,-0.0069897,0.030747,0.0043331,0.0053458,normal
-2.8695,0.10943,5.6574,1.769,-0.35287,-0.27558,-0.50976,-0.1592,-0.035046,-9.9189,0.0030772,-0.55176,0.034331,0.16908,-0.15425,-0.038778,0.034146,103.45,176.55,0.02438,348.83,232.83,193.1,0.019935,0.02694,-0.82762,0.036491,0.043436,0.015796,0.007352,normal
-4.8118,-0.11175,6.081,1.0625,-0.2084,-0.13379,-0.57474,-0.05418,-0.021128,-10.609,0.33873,-0.5398,-0.0092077,0.31055,0.015453,-0.090496,-0.041426,148,178.82,0.019531,194.35,171.29,165.65,0.02045,0.026195,-0.76397,0.030968,0.007619,-0.027046,0.0033879,normal
-3.0537,-0.059729,5.9215,1.208,0.11074,-0.0019354,-0.40997,-0.16505,-0.028074,-8.2588,0.42228,-0.15375,-0.04563,0.26194,-0.034183,-0.062529,0.014173,127.49,155.91,0.022025,181.62,140.26,171.57,0.024186,0.025308,-0.80673,0.025534,0.024318,-0.010801,0.0090341,normal
-3.4351,0.19539,5.4283,1.7379,0.19392,0.13701,-0.49953,0.018646,0.019868,-13.255,-0.66214,-0.65793,0.28488,-0.01967,-0.068393,0.03651,-0.0025393,580,88,0.017383,123,116.8,140.8,0.020801,0.025977,-0.69501,-0.021799,0.039675,0.0064308,0.011516,normal
0.91622,0.26317,4.8432,1.8612,-0.28134,0.068469,-1.2736,0.25562,0.077813,-2.5303,-2.4987,-1.4261,0.37645,0.010624,-0.20175,0.080364,-0.04733,210.8,182.4,0.01543,419.2,160,137.6,0.014063,0.020703,-1.0051,0.1888,-0.0072307,0.036274,-0.03025,normal
-6.1867,0.1246,5.7314,1.3084,-0.58966,-0.10966,-1.3069,0.152,0.040684,-8.8676,-1.964,-1.4349,0.30462,-0.0073964,-0.21712,0.086894,0.014541,321.07,113.07,0.025781,386.4,106.67,194.13,0.014583,0.025781,-0.72716,-0.059378,0.045499,0.020166,0.01172,normal
-9.7619,0.34799,4.7005,2.1949,0.6902,0.3316,0.50067,0.29804,-0.066268,-14.081,0.54146,0.47222,0.56869,0.34422,-0.07575,-0.052294,0.031521,246,209.33,0.013265,306.83,158.67,148,0.012614,0.019124,-0.47729,-0.094868,0.043874,0.040374,0.00099902,abnormal
-4.9074,-0.22444,6.0486,0.90454,-0.24986,-0.19432,-0.86697,-0.2589,-0.029659,-9.8958,0.05905,-0.67768,-0.15766,0.086687,-0.00046494,-0.020874,-0.0040945,82.286,145.71,0.020647,250.93,168,157.14,0.023891,0.028809,-0.95791,0.097727,0.010953,0.0018389,0.0066548,normal
-8.0482,-0.51449,5.8391,1.4473,-0.020623,-0.6212,-0.24309,-0.50011,0.011337,-19.744,-0.029068,-0.1355,-0.24639,-0.3487,-0.013613,0.039979,0.033221,299.69,157.54,0.015325,174.77,177.23,123.08,0.019832,0.017728,-0.73866,0.015542,0.030426,0.0074451,-0.0023345,normal
-1.5259,-0.0911,5.5548,1.4217,0.17318,-0.090199,-0.6141,-0.15558,-0.070477,-10.541,0.79274,-0.598,-0.075592,0.20965,-0.030927,-0.07897,0.041131,159.53,139.29,0.016085,393.88,88.471,137.41,0.024127,0.025735,-0.76708,-0.039898,0.061807,0.00117,0.0039305,normal
-2.9153,-0.3789,6.6117,0.19871,-0.42512,-0.25343,-0.65909,-0.31991,-0.045582,-8.4845,1.1363,-0.61556,-0.28685,0.0093551,-0.009332,-0.031669,-0.041423,201.93,168.83,0.025458,226.07,197.52,207.45,0.025997,0.030172,-0.90418,0.042359,0.023515,-0.010861,0.0064258,normal
-5.2382,-0.053044,5.7768,1.0412,-0.033416,0.045471,-0.81486,0.046693,0.0042119,-10.616,-0.57066,-0.88713,0.0191,-0.055016,-0.099921,-0.017379,-0.019463,239.86,144,0.027902,480,112,146.29,0.024414,0.026018,-0.79091,0.043382,0.0092256,-0.018213,0.003775,normal
-7.3032,-0.27091,5.7084,1.6621,-0.14175,-0.096643,-0.61726,0.21284,0.10737,-14.824,-0.71496,-0.74644,0.66892,0.15792,-0.15286,0.15277,0.048721,116,138.97,0.020759,278.74,179.2,239.54,0.021875,0.025056,-0.55666,-0.056267,0.04606,0.032973,-0.00085911,normal
-3.8863,-0.095844,5.7537,1.4921,0.070984,-0.012624,-0.5385,-0.0084051,-0.086596,-11.815,0.61868,-0.4976,0.23074,0.2999,0.054024,-0.086738,0.068948,62.933,149.33,0.013542,250.93,138.67,168.53,0.019401,0.022266,-0.95592,0.11482,-0.028739,-0.052757,0.0080414,normal
-5.497,0.34575,4.1639,2.3164,0.2361,0.47867,0.13613,0.60412,-0.054691,-6.6797,-0.22371,0.13689,0.60488,0.35016,-0.11782,-0.040975,0.018181,64,512,0.03684,768,512,512,0.10547,0.032732,-0.72377,-0.030165,0.041333,0.047526,-0.022456,normal
-8.2459,0.26791,4.5847,2.2459,0.54408,0.39707,0.57899,0.39633,-0.039811,-10.139,1.1216,0.51302,0.3554,0.16918,-0.046074,-0.010254,0.025623,218.25,55,0.27222,210.12,63,82,0.31384,0.30103,1.3748,1.814,1.006,0.81282,0.17291,abnormal
-0.88048,-0.24947,6.1573,0.85607,-0.51064,-0.35677,-0.81254,-0.44166,-0.030523,-4.3803,0.34448,-0.90171,-0.36205,0.009234,-0.095309,0.017855,0.018212,255.52,194.91,0.016868,287.27,161.94,158.06,0.022786,0.027166,-1.2021,0.11681,-0.0010192,0.0054999,0.0017818,normal
0.55146,-0.22147,5.8428,1.0797,-0.70026,-0.36064,-1.0396,-0.29814,-0.038369,-2.5234,-0.73795,-1.0764,-0.062225,-0.21862,-0.038205,-0.052673,-0.024764,369.07,129.07,0.023177,329.47,171.73,148.27,0.020898,0.026497,-0.79899,0.058553,0.022353,0.018412,-0.0090806,normal
-2.0735,0.065121,4.7878,2.2344,-0.41769,0.053454,-1.2248,0.19185,0.073908,-6.0563,-2.2706,-1.4537,0.24985,0.072323,-0.24274,0.086914,-0.059433,104.08,146.46,0.01386,360.46,188.31,165.54,0.016827,0.02047,-0.7318,-0.055284,0.050085,0.012183,-0.0044694,normal
-10.204,0.32123,4.7963,2.0793,0.39576,0.2889,0.31968,0.45869,-0.014854,-14.471,0.61391,0.29831,0.57734,0.13777,-0.037976,-0.025623,0.012648,444.21,239.16,0.012336,369.47,229.05,257.68,0.0147,0.019428,-0.60136,-0.13501,0.0535,0.046535,-0.0092994,abnormal
-4.6233,-0.22348,5.5906,1.4705,-0.30584,0.1089,-0.75954,0.49509,0.16982,-9.7942,-2.0113,-0.83571,0.70111,-0.13577,-0.006897,0.18247,-0.052589,363.06,213.65,0.01821,291.18,213.65,146.82,0.027171,0.024759,-0.58236,-0.044233,0.051862,0.0353,-0.0040329,normal
-4.5379,-0.67612,6.0071,0.94069,-0.70582,-0.34983,-1.4923,-0.28405,-0.060185,-9.9317,-1.0153,-1.6594,-0.29254,-0.3207,-0.054002,-0.022272,-0.048789,350.22,172.44,0.026259,419.78,151.11,144,0.019748,0.025825,-1.0982,0.22854,-0.0024514,-0.0051934,0.036995,normal
-0.52585,-0.0611,5.4642,1.4601,-0.68338,-0.17161,-1.2452,0.044063,-0.016881,-5.0453,-1.938,-1.4787,0.077608,-0.23558,-0.23664,-0.025186,-0.050186,633.68,122.95,0.020765,293.47,153.26,192,0.02097,0.025699,-0.92531,0.049879,0.026514,-0.029564,-0.0017651,normal
-4.9973,-0.043281,5.7383,1.5049,0.22841,-0.026565,-0.64374,-0.10191,-0.020209,-12.008,0.36939,-0.53424,0.0471,0.12498,-0.0045103,-0.04159,0.010719,385.44,158.36,0.022035,309.33,188.72,128.82,0.018429,0.021685,-1.1714,0.19203,-0.034537,-0.042151,0.012546,normal
-3.9198,-0.030746,6.4771,0.28784,-0.24842,-0.1347,-0.39022,-0.047058,-0.035992,-9.9737,0.88319,-0.29846,-0.059302,0.15036,-0.021818,-0.027814,0.0028355,187.28,139.49,0.024289,90.872,125.54,176.41,0.02499,0.02519,-0.89322,0.10707,0.013279,-0.012153,0.023984,normal
-2.2287,-0.10195,5.6279,1.6602,-0.25471,-0.38115,-0.59139,-0.32962,-0.075238,-7.9267,-0.18602,-0.76562,-0.05815,-0.14959,-0.09686,-0.042276,-0.0040994,110.4,144,0.019141,172.8,108.8,211.2,0.023047,0.032227,-1.0433,0.040726,0.019118,0.015011,0.008444,normal
-4.5383,-0.15254,6.1861,0.59078,-0.59999,-0.13173,-0.72734,-0.22339,-0.053722,-10.005,0.45954,-0.66176,-0.18211,0.14557,-0.036231,-0.058196,0.00056868,201.68,132.21,0.020868,155.79,172.63,173.47,0.024414,0.023078,-0.83862,0.0085099,0.029652,-0.017706,0.015173,normal
-4.1775,-0.27274,5.9869,1.2514,-0.47396,-0.32083,-0.93111,0.028416,0.068776,-9.78,-1.0007,-0.94046,0.20752,-0.11923,-0.12679,0.049422,0.025857,454.4,182.4,0.024609,310,121.6,161.6,0.025195,0.030273,-1.0783,0.14518,-0.029741,-0.058271,0.007223,normal
-8.0243,0.096693,5.1026,2.0146,0.38293,0.10075,0.21554,0.1728,-0.01725,-11.49,0.62304,0.17082,0.16594,0.18303,-0.031182,-0.070633,-0.0016797,370.91,273.45,0.013672,298.91,273.45,197.82,0.022017,0.01669,-0.74257,-0.030394,0.039233,0.026311,0.0047576,abnormal
-4.8258,0.26861,4.847,1.7696,0.8378,0.42198,0.94412,0.48099,-0.050916,-7.6483,2.4017,0.84049,0.40597,0.22845,-0.092087,-0.039915,0.0055581,0,363.79,0.14052,276.21,323.37,256,0.12891,0.14525,0.25465,0.51387,0.22056,0.13253,-0.099579,normal
-6.6138,-0.25911,5.944,1.0492,-0.47343,-0.38616,-0.96147,-0.084499,0.03108,-10.543,-1.0245,-1.1697,-0.026207,-0.12452,-0.19298,0.011104,0.018312,221.89,114.53,0.032895,392.63,124.63,143.16,0.022615,0.02868,-0.99656,0.11673,-0.014231,-0.022508,0.027006,normal
-6.2314,-0.43266,5.7542,1.2561,-0.026267,-0.012241,-0.61293,-0.23859,-0.037701,-15.299,0.82691,-0.65349,-0.11954,0.14934,-0.050871,-0.047809,0.073773,287.83,153.33,0.01945,320.67,180,201.33,0.027913,0.022624,-0.91225,0.079286,-0.0029712,-0.035995,0.015956,normal
-1.5799,-0.12822,6.2436,0.65264,-0.20061,-0.19295,-0.43143,-0.2769,-0.043706,-6.1098,0.53961,-0.57515,-0.2916,-0.014264,-0.04667,-0.041874,0.015938,151.48,180.65,0.018964,145.42,184.77,164.13,0.022807,0.029234,-0.76198,0.0293,0.027139,0.0011974,0.0060518,normal
-5.8197,0.05162,5.7993,1.5333,0.094519,-0.2125,-0.4325,-0.049835,-0.0041591,-10.337,0.63062,-0.44564,-0.11333,0.016176,-0.042289,-0.0063723,0.016392,421.18,170.04,0.016659,223.69,173.18,198.27,0.01731,0.018727,-0.84219,0.010119,0.024234,-0.011452,0.0070574,normal
-4.3177,-0.194,5.6838,1.7522,-0.38314,-0.053282,-0.8879,0.30264,-0.044018,-10.127,-0.73612,-1.0409,0.40658,0.15188,0.017251,-0.050355,0.062706,152.47,141.18,0.027114,193.41,129.88,135.53,0.024816,0.015625,-0.98594,0.13542,-0.023669,-0.007395,-0.0081123,normal
-3.4548,-0.54077,5.7789,1.716,-0.72497,-0.32949,-1.1514,-0.0027703,0.074857,-8.2296,-1.7578,-1.1672,0.10027,0.20017,-0.030613,0.075366,-0.0085514,290.74,254.32,0.016653,129.47,176.84,148.21,0.02426,0.026521,-0.73442,0.0015638,0.035363,0.0035785,-0.0092777,normal
-4.0747,-0.56614,6.7526,0.061105,-0.87151,-0.61568,-1.0751,-0.64004,-0.051407,-8.8565,0.89241,-1.1567,-0.68268,-0.13258,-0.03049,-0.06475,-0.038079,268.92,159.18,0.027845,218.77,144.41,141.95,0.032502,0.030449,-0.78472,0.085936,0.0063788,-0.0060787,0.0090206,normal
-7.8185,-0.62349,5.834,1.2626,0.029367,-0.3739,-0.47242,-0.44262,-0.05843,0,0,0,0,0,0,0,0,130.7,129.73,0.025971,226.81,146.16,218.81,0.023649,0.023174,-0.81092,0.050359,0.016572,-0.025174,0.017729,normal
-3.8505,0.15811,5.7216,1.449,-0.015225,-0.009723,-0.74725,-0.026781,-0.022671,-11.749,-0.5858,-0.8584,0.18114,-0.051825,-0.086163,0.051273,-0.0044719,552.47,112.94,0.014936,142.35,109.18,131.76,0.019761,0.024127,-0.79411,-0.0056412,0.030016,-0.0037163,0.012415,normal
-1.8417,-0.19015,6.1372,0.929,-0.013316,-0.19915,-0.31167,-0.34669,-0.049419,-6.2977,0.71104,-0.22072,-0.22736,0.012656,-0.00083488,-0.07731,-0.010179,231.91,157.82,0.01891,112.45,202.18,159.27,0.021573,0.02144,-0.74311,-0.040989,0.036577,0.017009,0.0056955,normal
-8.6663,-0.32025,6.3667,0.78751,-0.25462,-0.2339,-0.58283,-0.28948,-0.098454,-16.856,1.8548,-0.35689,-0.12592,-0.082468,0.056482,-0.12063,0.0306,133.23,132.92,0.019531,198.15,118.15,195.69,0.020282,0.025165,-0.62187,-0.0032491,0.045585,0.015657,0.012619,normal
-0.91302,0.073362,5.7566,1.2683,0.033282,0.091292,-0.47865,-0.09654,-0.043392,-6.6973,0.091354,-0.42921,0.12132,0.17056,-0.041614,-0.039062,0.028833,229.05,164.57,0.012091,246.48,186.67,225.52,0.022182,0.021531,-0.75806,-0.0066511,0.039133,0.0084804,0.00013465,normal
-6.7585,-0.47398,6.3079,0.68287,-0.13348,-0.27289,-0.47208,-0.37081,-0.043052,-15.271,2.2121,0.0080793,-0.16087,-0.096035,-0.0010808,-0.029379,-0.0065082,39.136,131.27,0.021839,154.55,122.55,128,0.025213,0.027277,-0.54252,-0.028912,0.052945,0.022733,0.008029,normal
-3.8279,-0.31301,5.955,1.246,-0.66748,-0.37842,-1.1349,-0.11102,0.032297,-9.3216,-0.68484,-1.1599,0.12743,-0.052948,-0.10215,0.06994,-0.045014,368,138,0.026611,297,156,210,0.027344,0.031006,-1.0043,0.13016,-0.040371,-0.070816,0.020905,normal
-4.3327,-0.20225,6.536,0.14563,-0.56781,-0.1977,-0.8781,-0.35065,-0.03968,-8.126,0.2277,-0.8981,-0.32965,0.15014,0.0019752,-0.035039,0.010189,129.62,131.89,0.024704,195.08,142.7,139.24,0.02774,0.033177,-0.92602,0.12482,0.0047899,-0.0078924,0.015806,normal
-2.5296,-0.34899,5.4953,1.7009,-0.65364,-0.39328,-1.3018,-0.35619,-0.0034982,-5.6133,-1.2642,-1.531,-0.26221,-0.034669,-0.21888,0.014467,0.00013004,446.15,128,0.019231,235.08,98.462,214.15,0.022236,0.022987,-0.52015,-0.073628,0.059142,0.039578,0.0040633,normal
-1.8932,0.038464,5.4391,1.642,-0.96291,-0.081405,-1.3803,0.14213,-0.036286,-5.4515,-0.97745,-1.6934,0.24293,-0.08673,-0.12129,-0.033818,0.025073,531.9,182.63,0.017483,257.17,145.17,154.54,0.019817,0.023199,-0.67911,-0.13194,0.041757,0.054031,-0.011098,normal
-0.71048,-0.46077,6.3957,0.41313,-0.7907,-0.38947,-1.2259,-0.55474,-0.11531,-5.3084,-0.38014,-1.2413,-0.5398,-0.041098,-0.065359,-0.079117,0.0042689,207.58,112.84,0.026316,355.58,161.68,168.42,0.033512,0.022101,-1.0737,0.17138,-0.051221,-0.058873,0.013122,normal
-11.523,0.11758,4.7969,1.6921,-0.11359,0.23371,-0.13379,0.34787,-0.038069,-12.144,-0.59705,-0.13651,0.25292,0.083236,-0.10069,-0.030224,0.0033216,374.62,87.467,0.25239,363.2,60.8,60.8,0.23789,0.30725,0.93513,0.71938,0.35474,0.27679,0.084479,abnormal
-13.36,0.36271,4.6475,2.0577,0.16229,0.44905,-0.17477,0.49437,-0.037688,-18.731,-0.67809,-0.17392,0.53556,0.28851,-0.10437,-0.043741,-0.0048908,210.1,224.8,0.014258,117.6,167.2,176.8,0.017139,0.023389,-0.57314,-0.085521,0.040233,0.032204,-0.010077,abnormal
-4.1361,-0.093912,6.6627,0.22602,0.70713,0.17104,1.0447,-0.12546,-0.037172,-11.57,-1.2227,1.1818,-0.11061,-0.40357,-0.0026653,-0.066361,0.02908,358.12,158.12,0.024816,360,242.82,133.65,0.011604,0.016889,-0.36227,-0.11331,0.063323,0.060156,-0.0085709,normal
-5.1788,-0.45829,6.5939,0.29452,-0.60082,-0.51693,-0.68678,-0.40891,-0.057969,-9.5838,1.2475,-0.59519,-0.36969,-0.012719,-0.011475,-0.047416,-0.0052177,213.62,160.43,0.025338,201.35,157.41,135.78,0.029059,0.029534,-0.89543,0.097078,-0.0030789,-0.016884,0.0077628,normal
-12.14,0.40958,4.6125,2.3163,0.67143,0.35626,0.39634,0.49927,-0.07834,-14.091,0.047815,0.30504,0.46119,0.24895,-0.07271,-0.049798,0.016671,187.79,220.63,0.015214,249.26,205.47,225.68,0.017784,0.023335,-0.45952,-0.059871,0.029201,0.03408,-0.0099029,abnormal
-1.846,-0.14045,4.8088,2.2746,-0.1442,-0.13732,-1.0988,0.039389,0.011436,-5.4852,-2.3395,-1.2197,-0.0025889,-0.00021683,-0.09711,0.021332,-0.1196,67.579,143.16,0.015728,332,165.05,146.53,0.01398,0.02683,-0.70268,-0.031025,0.046971,-0.0044568,0.0018784,normal
-2.7084,-0.25218,6.1051,1.1083,-0.13823,-0.17631,-0.56082,-0.27952,-0.0226,-6.9666,0.28202,-0.47784,-0.19695,0.14708,-0.015129,-0.0139,0.029708,83.545,153.45,0.020108,250,166.91,187.27,0.023127,0.024015,-0.73901,-0.014691,0.044293,0.0091557,0.003178,normal
-3.7018,-0.093257,5.6729,1.3405,0.042011,-0.068541,-0.47119,-0.00049831,0.018802,-11.692,0.43922,-0.54939,0.11878,0.35232,-0.018885,0.0006954,-0.0081579,38.222,138.67,0.016493,435.56,138.67,208,0.017144,0.021593,-1.0176,0.08732,0.017688,-0.033687,0.014828,normal
-1.7125,-0.21457,6.0692,1.3283,-0.50903,-0.43349,-0.86968,-0.17532,0.015615,-5.0406,-0.15578,-1.0191,-0.12071,-0.076799,-0.013502,0.010167,-0.022673,78.4,129.6,0.025586,359.8,208,220.8,0.018066,0.028418,-0.90081,0.023381,0.032596,-0.0066504,0.015293,normal
-5.333,-0.045768,5.6982,1.6587,-0.028826,-0.022778,-0.87461,0.1587,-0.099483,-12.262,1.029,-0.69007,0.24383,-0.0017222,-0.013195,-0.12874,0.11475,77.217,186.43,0.02038,330.43,165.57,104.35,0.024117,0.019701,-0.8387,0.025526,0.031527,-0.0086547,-0.0052085,normal
-2.4238,-0.32547,5.7684,1.6329,-0.025281,-0.36651,-0.44399,-0.44541,-0.080879,-6.2739,0.74999,-0.54668,-0.44674,0.067613,-0.044864,-0.081045,0.057583,277.68,208.52,0.020287,237.94,186.84,231.23,0.025454,0.02621,-0.87073,0.0065478,0.042286,0.0057815,0.007278,normal
-3.6067,-0.33751,6.511,0.61349,-0.29734,-0.29164,-0.70286,-0.42742,-0.04783,-8.6666,1.3023,-0.73546,-0.3882,-0.065199,-0.024893,-0.078574,0.0075013,60.49,169.8,0.027942,202.12,131.92,188.08,0.026786,0.022521,-0.86117,0.00044965,0.029627,0.012949,0.012846,normal
-5.6317,-0.2258,6.1017,0.84977,-0.33858,-0.15391,-0.61885,-0.13735,-0.038942,-10.693,0.53347,-0.65028,-0.094532,0.048472,0.00248,-0.043299,0.015879,207.29,147.91,0.024436,143.07,157.51,162.13,0.026584,0.027148,-0.91438,0.10329,-0.0043456,-0.025665,0.007385,normal
-4.4811,-0.39994,6.2417,0.88465,-0.19505,-0.34742,-0.57379,-0.48948,-0.0063533,-12.873,1.6654,-0.68907,-0.44403,-0.021401,-0.061556,-0.01009,-0.018186,357.52,123.43,0.018043,284.95,131.05,147.81,0.030692,0.019996,-0.75146,0.0076496,0.058321,0.016279,0.0034219,normal
1.0081,0.15648,5.4675,1.5548,-0.2575,0.076144,-0.96716,0.28879,0.057287,-4.6476,-1.308,-0.90011,0.40567,0.02684,-0.14211,0.080037,-0.013185,139.41,118.52,0.020255,275.56,138.67,184.89,0.013744,0.021557,-0.98828,0.10784,0.0017843,-0.022064,0.0092453,normal
-1.669,-0.52977,6.7336,0.12547,-0.90807,-0.66147,-1.2139,-0.78233,-0.046661,-6.0764,0.76385,-1.4641,-0.80533,-0.075546,-0.090125,-0.055621,0.031838,172,140.8,0.026172,272,171.73,190.93,0.027604,0.030664,-0.88927,0.096695,0.02325,0.017258,0.0050719,normal
-3.1688,-0.11548,6.2006,0.74157,-0.064274,-0.10398,-0.23449,-0.14683,-0.0573,-9.2208,1.1241,-0.26338,-0.14737,0.04448,0.0083436,-0.062351,0.0029658,121.6,164.27,0.016536,182.93,147.2,198.4,0.016536,0.033594,-0.74569,0.021628,0.037357,0.027675,0.0031299,normal
-7.9871,-0.47743,5.7583,1.0309,0.0094321,-0.16151,-0.60035,-0.35049,-0.052059,-18.934,1.5131,-0.45107,-0.20527,0.14242,-0.0032845,-0.054673,0.030905,214.84,115.37,0.019531,189.89,130.53,160.84,0.022512,0.028372,-0.78545,0.078305,0.0080709,0.0081221,-0.00062935,normal
-2.4543,0.01992,5.1541,1.8827,0.094018,0.30332,-1.0977,0.4205,0.045959,-7.5951,-2.0801,-1.2163,0.57714,0.31577,-0.26248,0.029082,0.013197,57.667,184,0.016764,235.33,210.67,149.33,0.02124,0.018636,-0.66228,-0.11337,0.0463,0.040145,-0.0096005,normal
0.019534,0.2239,5.8582,1.4433,0.034061,-0.096593,-0.70833,0.15778,0.029144,-8.1154,-0.43958,-0.59882,0.33598,0.19328,-0.12588,-0.010997,0.023549,285.68,115.61,0.020665,310.71,101.16,140.39,0.023564,0.021988,-1.0662,0.2315,-0.045513,-0.025238,0.0018341,normal
-3.4109,-0.32596,5.4721,1.8082,-0.27015,-0.057234,-1.1768,-0.18051,0.0043202,-8.6722,-0.82766,-1.3924,0.14235,0.18612,-0.00032964,-0.0026854,0.00021204,147.4,150.4,0.021289,440,163.2,182.4,0.028223,0.024316,-0.75114,0.052963,0.021812,0.0064171,0.0029782,normal
-2.7739,-0.068391,5.7033,1.6032,-0.03515,-0.2304,-0.55243,-0.18643,-0.016952,-8.0414,-0.52464,-0.67576,0.14863,0.14132,-0.18948,-0.016099,0.041617,124.5,176,0.014709,257,216,263,0.01825,0.022217,-0.79355,-0.00060887,0.044993,0.0027759,0.008309,normal
-13.971,0.32359,4.6308,2.0991,0.45573,0.48803,0.43519,0.48817,-0.038911,-15.247,0.4813,0.41335,0.45031,0.2837,-0.068924,-0.030133,0.0085834,963.57,32,0.31473,1020.4,32,32,0.30134,0.28683,1.5435,2.5347,2.2299,1.8577,0.18077,abnormal
-18.678,0.14238,5.4379,1.5936,-0.028312,0.18618,-0.46147,0.1848,0.031423,-22.123,0.13119,-0.014004,0.25413,0.25791,-0.081936,-0.0024932,0.030797,167.11,197.93,0.014685,298.07,213.33,247.7,0.018663,0.021774,-0.86382,0.063071,0.0091532,-0.016508,0.0087287,normal
-0.32913,0.21394,5.8142,1.4519,0.01667,-0.10628,-0.56774,0.16867,0.012397,-8.7229,-0.52459,-0.57087,0.42688,0.28546,-0.15023,-0.0056483,0.016645,256.13,115.61,0.021421,172.77,129.03,149.68,0.020476,0.01972,-0.9104,0.12607,-0.029517,-0.022231,0.0013718,normal
