LPC_Coefficient5,LPC_Coefficient4,atomFreq6,atomFreq5,atomFreq7,atomFreq8,atomFreq9,atomFreq10,LPC_Coefficient6,atomFreq4,LPC_Coefficient9,atomFreq13,atomFreq3,LPC_Coefficient2,atomFreq11,LPC_Coefficient10,atomFreq14,atomFreq12,LPC_Coefficient8,atomFreq2,LPC_Coefficient14,atomFreq15,LPC_Coefficient15,atomFreq1,atomLen6,LPC_Coefficient11,atomLen7,atomLen5,atomLen8,LPC_Coefficient3,atomLen4,atomLen9,LPC_Coefficient7,atomLen1,atomLen11,LPC_Coefficient13,atomLen13,LPC_Coefficient12,atomLen3,atomLen10,atomPos4,atomPos3,atomLen2,atomPos1,atomPos2,atomAmp2,atomPos5,atomLen15,atomPos11,atomAmp1,atomAmp3,atomPos14,LPC_Coefficient16,atomLen14,atomLen12,atomPos6,atomPos15,atomPos8,atomPos12,atomAmp4,atomPos10,atomPos9,atomPos7,atomPos13,atomAmp5,atomAmp6,Class
0.064012,-0.0075823,0.012313,0.011549,0.016474,0.015625,0.013927,0.016984,0.09755,0.012398,0.020305,0.01588,0.011549,-0.73321,0.017238,-0.00043219,0.015115,0.012058,0.037036,0.011719,-0.012619,0.016729,0.0016811,0.012653,218.43,-0.0061145,162.78,225.39,158.61,-0.22544,229.57,222.61,0.069276,166.96,242.09,-0.0098567,243.48,-0.014528,297.74,212.87,219.13,350.61,228.17,60.522,54.435,4.1834,252.52,160,282.09,5.7968,3.1042,384,0.025264,116.87,308.87,182.09,390.26,297.04,277.22,2.352,268.87,324,377.91,167.3,2.1366,1.7521,abnormal
0.13319,0.033068,0.015625,0.016544,0.018612,0.020106,0.022748,0.019531,0.12962,0.014706,-0.020473,0.022174,0.016314,-0.80986,0.020565,-0.024952,0.020565,0.02045,0.023148,0.022978,0.012069,0.023093,0.020203,0.019072,128,-0.023863,143.06,160,146.82,-0.24215,114.82,141.18,0.079179,203.29,150.59,1.99E-07,150.59,-0.012537,135.53,144.94,187.06,142.12,135.53,161.88,565.65,5.3683,228.71,167.53,456.94,7.3305,4.301,351.06,0.026125,176.94,176.94,501.18,314.82,330.59,312.94,3.1788,388.47,229.88,253.18,369.88,2.4479,1.7191,normal
0.16766,0.14945,0.027468,0.025723,0.028216,0.025141,0.028549,0.026056,0.05364,0.021027,-0.0068959,0.031458,0.0187,-1.1449,0.030128,-0.023198,0.027468,0.031624,-0.0081645,0.021609,0.022935,0.028341,0.011965,0.020861,197.45,-0.015867,182.47,164.09,179.74,0.029813,165.45,179.74,0.029864,89.191,124.6,0.019015,199.49,-0.0054867,157.28,149.79,177.79,195.74,143.66,53.106,212.34,2.7306,268.77,192.68,221.11,4.069,2.5316,240.85,0.0027394,208.34,166.81,240.51,240.17,244.09,310.38,2.1788,286.21,231.74,214.81,245.11,1.7238,1.4213,normal
0.039349,-0.080194,0.024453,0.014687,0.022344,0.020156,0.021562,0.019922,0.065348,0.013828,0.041235,0.023125,0.015938,-0.56197,0.022578,0.027132,0.024453,0.021797,0.059675,0.010469,-0.017206,0.019844,-0.010087,0.0084375,161.28,0.013614,136.96,282.88,121.6,-0.18383,166.4,160,0.074955,204.8,175.36,-0.011346,152.32,0.00030701,197.12,134.4,34.08,52.48,199.68,13.44,42.56,4.5915,66.24,147.2,180.48,7.6868,2.6663,285.28,0.015675,119.04,211.2,300.8,265.76,306.56,288,1.7796,140.32,260.16,227.68,302.56,1.6164,1.4022,normal
0.11899,-0.0020861,0.023842,0.023842,0.020609,0.017376,0.021821,0.023774,0.14213,0.02007,-0.0069008,0.021417,0.022225,-0.74085,0.021619,-0.028098,0.024111,0.022562,0.049608,0.013874,0.018237,0.024313,0.022128,0.015625,196.41,-0.033391,146.76,141.24,220.69,-0.26653,175.45,150.07,0.10606,225.1,175.45,0.0035262,200.83,-0.018502,205.24,227.31,76,32,189.79,26.483,16.138,4.4547,99.31,177.66,209.93,5.3683,2.4236,241.38,0.010677,238.34,176.55,249.24,233.93,125.1,243.59,1.8116,170.48,174.07,185.1,298.76,1.3235,1.056,normal
0.090382,0.0049946,0.020419,0.021946,0.023402,0.023366,0.027095,0.026491,0.080412,0.021094,0.023579,0.029048,0.019709,-0.74182,0.025355,0.013246,0.023011,0.027663,0.045421,0.019318,-0.00019178,0.03157,0.011035,0.017898,164.07,-0.0011463,198.4,179.78,180.36,-0.088396,143.71,129.75,0.066583,132.07,178.62,-0.0053978,146.04,-0.00044848,132.65,152.44,200.51,126.18,117.53,24,24.8,2.7959,114.4,121.02,185.16,3.6589,1.816,194.62,0.017115,152.44,138.47,95.782,167.27,146.76,207.05,1.5065,99.636,207.71,125.24,181.38,1.1232,0.9158,normal
0.14584,-0.0023712,0.021484,0.020664,0.021133,0.020078,0.027852,0.026211,0.082429,0.017969,0.016656,0.026016,0.017109,-0.77495,0.026562,-0.020576,0.027148,0.025313,0.0066869,0.018281,0.0017492,0.028203,0.013315,0.022812,138.88,0.0081262,147.84,126.72,213.12,-0.12807,131.84,165.12,0.091314,192,180.48,0.014541,147.2,-0.0054659,160,176.64,179.76,272.96,238.08,38.88,53.28,3.6371,171.28,180.48,238.56,4.5375,2.8117,208.08,0.0095025,164.48,158.08,140.56,218,194.32,227.52,2.2886,213.36,209.04,200.88,255.2,1.9158,1.5749,normal
0.096378,0.024648,0.02168,0.026758,0.015234,0.021582,0.016504,0.020508,0.10244,0.028906,0.0028157,0.02207,0.019922,-0.75228,0.023438,-0.011564,0.025488,0.020605,0.029948,0.020508,-0.00014949,0.027637,0.025763,0.016016,115.2,-0.014183,184,121.6,152,-0.17742,131.2,123.2,0.065633,163.2,164.8,0.0081348,148.8,-0.011292,188.8,208,211.6,302.8,200,12.8,217.6,2.1383,371.6,158.4,358.4,3.702,1.775,357,0.01215,145.6,166.4,237.8,430.8,290.4,345.2,1.4502,302,345.8,223.6,414.8,1.1653,0.90459,normal
0.18957,0.14304,0.02802,0.023287,0.035156,0.022386,0.029447,0.023513,0.13681,0.018029,-0.052055,0.028696,0.021034,-1.0467,0.030198,-0.032355,0.028395,0.029973,-0.035735,0.020132,0.0075323,0.026517,-0.00095526,0.029147,125.54,-0.0076319,142.77,121.85,131.69,-0.18461,125.54,120.62,0.034214,88.615,135.38,0.018815,163.69,0.014294,129.23,173.54,257.08,156.31,103.38,536,168.62,3.7911,386.46,253.54,475.38,4.5069,1.962,309.23,0.0041635,155.08,166.15,496.92,250.31,374.31,351.08,1.5165,431.08,435.69,373.85,424.31,1.2154,1.0482,normal
0.046379,-0.054761,0.019531,0.02474,0.022786,0.014974,0.029514,0.018989,0.085641,0.024197,0.039056,0.027344,0.019748,-0.52295,0.02322,0.013878,0.025716,0.020616,0.064681,0.028754,-0.0082351,0.030273,0.0046377,0.02691,110.22,-0.0014146,119.11,192,124.44,-0.23882,117.33,122.67,0.085452,96,163.56,-0.013399,135.11,-0.010892,334.22,172.44,398.22,27.111,176,8,32.667,3.3587,314.67,177.78,407.11,5.0735,2.6734,282.89,0.021952,158.22,190.22,247.56,161.33,153.33,157.11,2.2602,255.11,219.11,312.89,299.33,1.9973,1.5415,normal
0.16737,-0.075884,0.019287,0.016968,0.019043,0.023315,0.018433,0.026611,0.10672,0.018433,0.030923,0.015869,0.019897,-0.97127,0.019287,-0.049505,0.022461,0.0271,0.04007,0.019287,0.0014577,0.030029,0.027032,0.018555,160,-0.04856,132,280,206,-0.19084,240,200,0.13738,140,202,-0.022115,214,-0.052662,126,192,256.5,140,172,7,455,3.1336,202,182,416.5,5.9752,2.8083,412,0.024734,136,202,506,283.5,341.5,341.5,2.1481,344,422,294.5,310,1.8588,1.68,normal
0.13153,0.03897,0.01995,0.020926,0.021996,0.020182,0.023298,0.024461,0.11982,0.01716,-0.0047064,0.025577,0.017857,-0.69173,0.027111,-0.00056583,0.025484,0.024135,0.021739,0.018183,0.0071247,0.021205,0.014707,0.017764,152.38,-0.0025268,222.48,150.1,167.62,-0.22135,192.76,191.24,0.068279,130.29,156.19,0.0014742,160.76,-0.0014446,154.67,135.62,59.048,35.048,153.14,24,20,2.8278,97.81,136.38,147.52,3.7662,2.0423,206.76,0.019582,138.67,124.19,217.33,212.38,176.29,246.95,1.2895,225.62,159.43,128.57,222.67,1.0531,0.95961,normal
0.12476,0.12839,0.023974,0.023897,0.01754,0.024548,0.020718,0.024663,0.089925,0.026808,-0.015521,0.025582,0.018995,-0.93152,0.019301,-0.017681,0.024127,0.023706,-0.01667,0.029259,0.0027969,0.035041,0.0021611,0.020833,122.35,0.018509,129.25,98.51,143.06,-0.096835,121.1,149.96,0.022354,90.353,143.69,0.013123,109.18,0.0081438,181.96,136.16,343.69,92.627,133.65,47.137,19.294,1.9614,209.8,144.94,193.25,2.8219,1.4196,155.06,0.0019436,135.53,150.59,183.06,251.76,296.78,237.96,1.2106,235.84,247.69,336.24,184.94,1.0608,0.89019,normal
0.11556,0.017462,0.020833,0.018826,0.018663,0.022895,0.018229,0.02181,0.11603,0.015951,-0.00035843,0.020399,0.018555,-0.70487,0.023492,-0.0023954,0.023763,0.020345,0.030144,0.020074,0.0014102,0.022244,0.01115,0.019857,152,-0.0043849,159.11,161.78,123.56,-0.23507,169.78,144.89,0.073754,149.33,153.78,-0.0031424,129.78,-0.003896,153.78,124.44,163.33,150.56,142.22,30.667,97.111,1.1905,101.89,152,179.33,2.097,0.72023,192,0.026266,162.67,191.11,150.89,194.11,175.78,101.11,0.64361,209.11,205,236.22,258.89,0.54342,0.44821,normal
0.010423,-0.088803,0.013802,0.010091,0.010482,0.01556,0.015299,0.01237,0.051692,0.011719,0.036019,0.01888,0.011198,-0.60797,0.017513,0.025808,0.015169,0.018359,0.055879,0.010937,-0.0065846,0.016992,0.0052817,0.011849,233.6,0.005039,184.53,253.87,146.13,-0.2201,190.93,177.07,0.061951,217.6,173.87,-0.011082,153.6,-0.0056082,224,218.67,312.13,269.07,257.07,105.87,208.53,1.9797,341.6,112,308.27,2.7553,1.5697,281.6,0.013909,224,243.2,211.2,355.87,250,248.13,1.2996,296.8,344.93,239.73,288.13,1.0788,0.91171,abnormal
0.024051,-0.042289,0.020211,0.016389,0.02072,0.016984,0.011804,0.013757,0.066583,0.012568,0.029089,0.019276,0.016814,-0.65749,0.021569,0.013817,0.017748,0.014521,0.043372,0.014266,-0.0056892,0.021399,0.0029745,0.011719,164.17,0.0032733,203.13,154.43,196.17,-0.19399,129.39,222.61,0.059191,250.43,137.74,-0.0083956,292.17,-0.0047325,200.35,176.7,282.09,484.87,141.91,40.348,83.13,21.904,411.83,179.48,291.48,25.407,15.738,266.43,0.020333,189.22,232.35,366.61,336.87,320.35,346.43,12.174,538.09,383.48,323.48,256.35,10.51,9.9441,normal
0.17074,0.15987,0.021635,0.024339,0.027544,0.03756,0.029297,0.029147,0.0931,0.020733,-0.020431,0.02479,0.019331,-1.0272,0.019681,-0.01967,0.021084,0.029497,-0.019914,0.022135,0.0086395,0.02479,0.015081,0.015875,160,-0.0076287,133.74,149.33,114.05,-0.11283,114.87,146.05,0.018604,254.36,121.44,0.015115,166.56,0.0047554,128,118.15,254.46,247.79,146.05,38.769,221.03,8.6757,327.38,201.03,356.41,10.389,6.9391,333.95,0.0016139,160,178.05,325.74,315.08,405.44,284.31,5.8027,290.97,267.38,336,348.92,5.0787,4.1565,normal
0.060631,-0.027319,0.021345,0.023577,0.015904,0.021624,0.018415,0.017578,0.093133,0.026088,0.021243,0.017299,0.016602,-0.83022,0.022879,0.0036596,0.023158,0.017299,0.06118,0.015625,-0.012555,0.028599,0.0042296,0.015625,146.29,-0.023834,155.43,187.43,198.86,-0.20585,150.86,182.86,0.087179,192,155.43,-0.024297,141.71,-0.028402,274.29,150.86,301.14,154.29,192,321.14,316.57,6.1932,362.86,192,468.57,6.8078,3.922,474.86,0.032233,166.86,228.57,179.43,346.86,293.71,338.86,3.5085,166.29,450.29,314.29,305.43,2.891,2.2646,normal
0.13826,0.096948,0.018136,0.01995,0.016183,0.023019,0.015206,0.017857,0.09266,0.017857,-0.011269,0.026855,0.018555,-0.95174,0.025879,-0.025107,0.018206,0.0256,0.014421,0.017718,0.022684,0.023577,0.010791,0.015625,187.43,-0.026995,217.14,146.29,193.14,-0.18226,114.29,186.29,0.046341,228.57,126.86,0.011396,158.86,-0.010195,116.57,208,420,205.71,203.43,3.4286,441.71,4.7405,348.57,187.43,307,6.2762,3.8751,477.86,-0.0065653,129.14,146.29,320.86,318.14,288.14,253.29,2.7181,324.57,392,260.71,280.43,2.1168,1.7212,normal
0.010454,-0.074382,0.020883,0.022837,0.024339,0.016076,0.018029,0.021785,0.052703,0.01893,0.039221,0.02509,0.015925,-0.58226,0.01893,0.032315,0.021184,0.020583,0.056576,0.017428,-0.019692,0.022386,-0.011362,0.015625,130.46,0.0053451,140.31,152.62,107.08,-0.23733,166.15,145.23,0.062669,174.77,146.46,-0.016815,150.15,-0.0067353,156.31,131.69,184.62,280.15,199.38,10.154,375.38,4.4646,203.69,152.62,273.08,7.6064,3.6391,389.54,0.015603,139.08,113.23,473.23,418,331.54,269.85,2.5202,433.54,362.46,417.54,383.38,1.7802,1.5084,normal
0.12809,0.098246,0.02111,0.023604,0.025515,0.023978,0.025474,0.026513,0.091883,0.02244,0.0044099,0.030211,0.021027,-0.81169,0.020279,0.014121,0.027759,0.023521,0.023407,0.01762,0.014271,0.031084,0.02471,0.0187,125.96,-0.014538,134.81,128.68,141.62,-0.1456,135.49,194.72,0.043797,127.32,181.79,-0.0010463,136.85,-0.016334,132.09,181.11,177.36,70.723,172.26,10.213,35.66,2.35,122.21,110.98,184.85,3.7829,1.7138,225.28,0.021437,160.68,157.28,187.23,197.79,153.02,207.4,1.3206,211.66,130.89,170.38,245.36,1.0255,0.80667,normal
0.91694,0.97637,0.44343,0.43555,0.43304,0.43143,0.42201,0.4006,0.80981,0.43157,0.46446,0.37751,0.42871,1.2254,0.39509,0.37709,0.41888,0.41148,0.57528,0.43666,0.14654,0.38072,0.080814,0.41002,177.14,0.33844,178.29,174.86,170.29,1.1017,125.71,144,0.67368,150.86,145.14,0.17226,142.86,0.25379,165.71,157.71,766.57,523,244.57,868.14,481.14,1.6635,670.71,140.57,751.29,1.8632,1.7044,554.86,0.024199,152,218.29,573.14,651.43,522.43,479.14,1.6622,496.57,637.14,706.71,654.86,1.6222,1.5931,normal
0.1851,0.088233,0.015904,0.014369,0.016183,0.019392,0.018206,0.023019,0.14457,0.013532,-0.047084,0.021903,0.012695,-0.93016,0.024135,-0.037036,0.027762,0.020996,-0.0098897,0.016462,0.01198,0.025112,0.016895,0.015625,168,-0.023518,169.14,177.14,162.29,-0.25568,81.143,132.57,0.059243,125.71,102.86,0.0098087,136,-0.0076205,161.14,107.43,46.429,26.143,246.86,7.1429,552,4.8434,369.71,160,306.43,6.4578,3.6686,405.14,0.013942,145.14,128,290.14,351.71,367,271.86,2.6876,313.43,378.71,235,353.43,1.5317,1.3238,normal
0.19095,0.10999,0.026042,0.015885,0.020573,0.028646,0.018099,0.024479,0.13998,0.01875,-0.049364,0.029687,0.025521,-0.91583,0.029427,-0.045868,0.030469,0.022656,-0.0289,0.026042,0.026011,0.025391,0.0093618,0.025521,162.13,-0.0078469,172.8,200.53,106.67,-0.20217,183.47,157.87,0.045973,136.53,123.73,0.034276,149.33,0.023502,83.2,110.93,130.13,6.4,119.47,483.2,210.67,4.1021,298.67,183.47,377.33,5.3879,2.9196,196.53,-0.0033763,172.8,106.67,410.13,380,290.13,460.53,1.7705,320.53,368.53,220.8,200,1.4537,1.2487,normal
0.13086,0.075323,0.026172,0.024609,0.021582,0.018555,0.024316,0.016504,0.10039,0.020801,-0.004451,0.022852,0.012012,-0.83446,0.023145,-0.0041244,0.026758,0.023535,0.018074,0.018555,0.0047384,0.021582,0.0057946,0.020508,156.8,-0.006094,177.6,107.2,179.2,-0.18173,164.8,198.4,0.053769,150.4,158.4,0.0029979,123.2,-0.0018575,216,156.8,165.4,93.6,124.8,20.8,22,3.1522,349.4,249.6,210.4,5.0763,2.1569,270.6,0.018792,128,196.8,354.8,294,167.6,250.4,1.7423,281.6,218.8,215.4,177.8,1.3659,1.3269,normal
0.12877,0.058739,0.019897,0.018005,0.01886,0.020447,0.022705,0.020569,0.10241,0.016113,-0.015414,0.025146,0.018372,-0.85126,0.021606,-0.014927,0.028503,0.02417,0.0019545,0.020508,0.0079934,0.026245,-0.0023412,0.019653,174,0.0044122,166,191,202,-0.12194,211,136,0.048854,148,228,0.016169,191,0.017471,161,150,200,222.12,176,94.75,345.75,5.2543,283,176,260.38,6.9686,4.0567,261.88,0.0021263,156,133,230.75,263.25,259.12,286.38,3.3251,276,319.12,227.88,249.38,2.7885,2.4721,normal
0.20116,0.12825,0.024357,0.026654,0.019876,0.01574,0.022518,0.022978,0.13276,0.020221,-0.062676,0.024472,0.02045,-1.0019,0.020221,-0.021244,0.022059,0.017463,-0.037632,0.023897,0.0025505,0.023782,-0.0050648,0.023438,171.29,0.0024481,163.76,188.24,216.47,-0.21959,193.88,158.12,0.031373,195.76,178.82,0.013922,178.82,0.018038,97.882,175.06,422.59,135.06,128,589.18,89.412,5.0843,408,160,344.47,7.2844,3.4892,283.76,0.011052,195.76,169.41,281.88,277.65,253.41,426.35,2.3909,307.53,261.65,468.24,496.71,2.129,1.756,normal
0.098858,0.00076692,0.021686,0.019935,0.021821,0.020003,0.026401,0.016635,0.10841,0.022091,0.014359,0.01879,0.017511,-0.75788,0.018184,-0.0025693,0.023976,0.02108,0.040058,0.018723,-0.0057307,0.024987,0.0050165,0.016298,125.79,-0.010815,152.28,110.34,126.9,-0.2444,114.76,142.34,0.077543,211.86,193.1,-0.010861,158.9,-0.012167,93.793,235.03,521.1,125.93,158.9,133.52,449.93,5.2519,334.9,175.45,257.1,6.6231,4.086,352.83,0.021619,248.28,188.69,338.48,380.97,293.93,280.69,2.9135,268.55,446.34,338.76,371.17,2.1465,1.6886,normal
0.059145,-0.01509,0.018871,0.020565,0.021168,0.020967,0.025821,0.026855,0.071043,0.020939,0.043133,0.026712,0.017865,-0.55969,0.025563,0.029261,0.028234,0.028981,0.051083,0.017119,-0.00909,0.031652,0.0011935,0.013385,146.35,0.016215,161.88,144,176.94,-0.17376,164.24,168.94,0.062644,180.71,151.53,-0.0097299,151.53,0.00059541,120.94,180.24,145.53,184.82,155.29,27.294,100.41,1.6073,150.24,179.76,198.82,2.5283,1.1437,188.53,0.015262,132.71,177.41,159.06,179.24,141.24,153.47,0.9029,189.29,175.65,224.29,234.12,0.73575,0.6454,normal
0.13558,0.064522,0.020878,0.023976,0.022831,0.018858,0.018386,0.024044,0.11163,0.017645,-0.004968,0.018992,0.016433,-0.90734,0.01805,-0.016752,0.020878,0.01778,0.020381,0.017376,0.0065364,0.029297,0.026353,0.019127,146.76,-0.025595,156.69,162.21,145.66,-0.23346,92.69,153.38,0.059323,172.14,143.45,-0.015477,150.07,-0.026103,161.1,142.34,91.724,26.483,203.03,327.17,263.17,6.0653,405.52,185.38,308.41,6.8076,3.7302,331.45,0.018755,190.9,205.24,364.14,370.34,380.97,376.97,2.6431,337.93,207.03,362.48,299.17,1.8349,1.5722,normal
0.10994,-0.030114,0.023033,0.020946,0.021552,0.022629,0.02337,0.025256,0.099058,0.019935,0.015023,0.02236,0.020676,-0.80639,0.022091,-0.0035928,0.018858,0.025323,0.041416,0.022225,0.0009501,0.025727,0.008968,0.021148,211.86,-0.017157,249.38,160,167.72,-0.1845,153.38,190.9,0.086567,123.59,218.48,-0.006124,164.41,-0.01344,151.17,203.03,128.28,89.655,205.24,40.276,405.24,3.229,219.45,151.17,290.76,4.8933,2.3555,338.76,0.021667,198.62,161.1,239.45,252.69,229.24,262.34,1.7574,275.59,232.97,255.72,240.28,1.5564,1.3219,normal
0.084917,0.049813,0.019368,0.024089,0.020508,0.01709,0.023193,0.023112,0.11086,0.016683,0.016902,0.023438,0.014079,-0.9559,0.022542,-0.015719,0.020589,0.031901,0.018055,0.018229,0.0011185,0.024089,0.0040685,0.023112,109.33,-0.0059744,110.67,124,118.67,-0.12085,126.67,160,0.045373,128,177.33,-0.013455,186.67,-0.011139,156,149.33,171.67,105,112,635.33,55.667,4.4395,265.17,149.33,312.67,6.0459,2.5309,408,0.027485,157.33,158.67,355.33,322.17,500.33,361,1.7802,292.83,359.5,462.17,313.17,1.5062,1.4068,normal
0.14161,0.092681,0.018709,0.015214,0.018914,0.020354,0.020765,0.017681,0.095677,0.024157,-0.0049948,0.016242,0.023951,-0.95961,0.02611,-0.0019658,0.024465,0.024979,0.0065765,0.018503,-0.010865,0.025185,0.0058396,0.023438,193.68,-0.0047471,180.21,281.26,134.74,-0.19155,163.37,208.84,0.039121,128,203.79,-0.016101,111.16,-0.012038,232.42,102.74,264.84,216.42,87.579,639.16,8,2.5761,88.842,171.79,280.63,5.4443,1.3287,337.26,0.044558,160,129.68,410.53,265.47,396.21,510.11,1.1293,258.95,298.11,328,294.74,0.98361,0.88666,normal
0.1145,0.072365,0.022725,0.020508,0.021484,0.021643,0.023517,0.019663,0.091548,0.018739,0.0040163,0.022857,0.016654,-0.81626,0.025707,0.0025648,0.024546,0.02547,0.026158,0.014754,0.0087329,0.026262,0.012267,0.016734,155.68,-0.0077266,174.7,163.03,140.54,-0.13019,196.32,165.62,0.054655,131.46,184.65,0.0049497,134.05,-0.00067617,157.84,143.14,108.7,77.568,126.27,13.838,52.108,1.4138,168.7,161.3,187.03,2.59,0.87566,194.11,0.015313,174.7,145.3,153.24,155.84,152.97,190.16,0.73951,220.05,172.16,169.3,188.65,0.58702,0.46155,normal
0.22246,0.14944,0.022994,0.022461,0.019398,0.018954,0.022505,0.020552,0.13702,0.013627,-0.056362,0.019354,0.019132,-1.0622,0.022372,-0.038593,0.022195,0.021262,-0.047902,0.018821,0.0070342,0.025835,0.0071375,0.019176,154.91,-0.0039371,141.09,118.55,178.91,-0.19127,244.36,194.18,0.024078,196.36,173.09,0.019375,197.82,0.014521,161.45,170.18,82.909,68.545,192,219.27,219.45,5.0918,241.91,194.91,209.18,5.8622,4.0134,313.64,0.014197,155.64,152,314.73,230,229.73,314,3.0523,288.18,159.64,264.55,245.82,1.9127,1.6103,normal
0.098279,-0.0036509,0.018555,0.018555,0.02124,0.021973,0.016846,0.018677,0.11691,0.014648,0.0079118,0.015137,0.012695,-0.81192,0.011841,-0.013254,0.019775,0.018188,0.039849,0.019043,-0.0063244,0.022705,0.0085791,0.016357,128,-0.018748,148,164,100,-0.27848,172,168,0.082717,140,130,-0.014772,182,-0.0185,90,146,32.5,60.75,224,11.5,513,3.4235,302,152,295.75,5.875,2.5529,269,0.031772,108,194,375.5,362.25,456.5,288,1.902,274.5,404.5,389.5,224,1.1703,1.0204,normal
0.017554,-0.13077,0.012962,0.019709,0.016158,0.020241,0.011541,0.010121,0.03892,0.014205,0.04384,0.019176,0.016513,-0.56883,0.017756,0.018615,0.015092,0.011009,0.055598,0.014205,-0.012843,0.026278,-0.0071436,0.018466,189.09,0.0040976,192,232.73,218.18,-0.13383,215.27,258.91,0.068449,93.091,250.18,-0.015337,215.27,-0.0095511,168.73,180.36,232,115.64,197.82,36.364,103.27,1.9854,244.36,197.82,155.64,6.015,1.4921,269.82,0.023133,218.18,192,251.64,318.55,101.09,321.82,1.3336,241.09,240.73,300.36,266.91,1.1761,0.9598,abnormal
0.075224,-0.018797,0.022624,0.022786,0.018636,0.023193,0.023519,0.025798,0.098169,0.018555,0.022819,0.028483,0.01709,-0.65614,0.022949,0.0040547,0.025391,0.01888,0.052936,0.01888,-0.0023783,0.025553,0.0061996,0.018392,208,-0.0080627,166.67,136,204,-0.23077,156,177.33,0.083092,170.67,201.33,-0.0082522,120,-0.010675,200,201.33,71.333,140,224,73.333,321.33,2.9495,138,142.67,210.83,4.8087,2.2243,296,0.018937,160,136,196.33,285.67,171,282.5,1.7387,225.33,326.33,249,179.33,1.3483,1.0269,normal
0.089564,-0.041431,0.016797,0.025,0.022852,0.018555,0.029492,0.027832,0.099467,0.028516,0.0096415,0.024805,0.016797,-0.73214,0.026367,-0.0041537,0.022266,0.027441,0.037472,0.014844,0.0024617,0.022266,0.0018219,0.031641,220.8,-0.0035235,161.6,124.8,179.2,-0.19759,169.6,148.8,0.076913,128,129.6,0.0028851,180.8,-0.00024385,220.8,161.6,344,25.6,144,8,24,2.4616,430.4,168,263.2,5.2354,2.065,297.4,0.0063304,176,128,180.4,389,285.6,423.8,1.4851,186.4,290.8,366,271.6,1.2416,1.049,normal
0.13189,0.099284,0.023438,0.022206,0.021357,0.025093,0.024924,0.024711,0.085629,0.026707,0.016109,0.030613,0.025815,-0.72225,0.024202,0.0019266,0.02883,0.038978,0.0047737,0.017578,0.011543,0.028957,0.013698,0.02089,167.65,0.013275,190.61,150.96,128,-0.12942,149.57,145.39,0.030636,136.35,127.3,0.0095914,144,0.012353,78.609,180.87,52.435,24.087,184.35,8.6957,16.435,2.6568,74.87,128,178.35,4.5608,1.5997,181.3,0.024294,130.09,132.17,116.87,207.22,121.22,176.61,1.0561,154.96,164.35,129.57,159.91,0.83846,0.66035,normal
0.11263,0.050791,0.03054,0.02107,0.028764,0.030895,0.025331,0.033144,0.081714,0.02545,0.0099879,0.026693,0.028291,-0.77393,0.03267,0.0057337,0.031487,0.022491,0.025185,0.021307,0.013215,0.03196,0.018211,0.036458,101.82,0.0038238,96,180.36,128,-0.094426,122.18,122.18,0.046126,98.909,93.091,0.0055847,92.121,0.00025019,113.45,130.91,213.82,97.939,132.85,35.636,30.545,3.3062,341.21,157.09,244.61,4.9545,2.6973,292.97,0.029023,114.42,94.061,206.67,230.55,160,364.24,2.1514,188.97,174.79,123.52,230.55,1.7658,1.3757,normal
0.053706,-0.07175,0.01694,0.016076,0.016226,0.018142,0.018667,0.021034,0.044877,0.016639,0.046752,0.024602,0.013259,-0.59994,0.02032,0.019961,0.022837,0.021785,0.046846,0.017616,-0.0059644,0.019606,-0.00082944,0.01585,194.46,0.013678,193.85,232,182.77,-0.14717,145.23,183.38,0.076611,176,177.85,-0.0026725,159.38,6.05E-05,124.31,135.38,180.54,207.46,185.85,142.15,264.62,3.6447,197.54,185.85,243,4.9694,3.0408,270.54,0.01115,180.92,180.31,200.31,312.46,252.62,252.85,2.1762,307.38,249.85,264.69,307.46,1.8164,1.6153,normal
0.12152,-0.0058411,0.017328,0.01858,0.015425,0.014673,0.016627,0.015375,0.099813,0.019832,-0.0051795,0.024139,0.014824,-1.0123,0.020883,-0.022653,0.017228,0.018429,0.026675,0.01222,0.0028239,0.018079,0.0203,0.014724,169.03,-0.01153,177.23,158.36,163.28,-0.08839,113.23,193.64,0.070176,169.03,196.1,-0.0035352,161.64,-0.019468,200.21,186.26,492,580.31,410.26,11.282,92.718,4.7828,259.9,182.15,310.05,6.0453,3.9409,362.05,0.0052784,178.05,188.72,312.82,335.69,294.26,309.33,2.9537,362.67,412.31,390.97,327.59,2.3398,1.7847,normal
0.074586,-0.050886,0.017628,0.02514,0.019131,0.024239,0.027244,0.024038,0.11414,0.022286,0.019431,0.028295,0.024038,-0.61284,0.025341,-0.014984,0.027494,0.021785,0.057274,0.028195,0.0026473,0.027644,0.0071496,0.025641,115.69,-0.017382,129.64,214.97,92.718,-0.25185,173.95,124.72,0.10009,82.051,158.36,-0.0030699,132.1,-0.016209,280.62,136.21,343.49,100.1,150.15,16.821,39.897,3.3689,281.23,150.97,346.05,4.9389,2.4474,309.03,0.010995,169.03,143.59,276.92,370.97,133.95,249.03,2.0955,180.92,84.103,382.97,296.51,1.9674,1.3746,normal
